date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,split
1/18/2015,Quarter3,sweing,Sunday,7,0.8,48.84,624,10170,50,0,0,0,56.5,0.800128721,-0.1057645734
1/18/2015,Quarter3,sweing,Sunday,9,0.8,26.16,1381,3660,50,0,0,0,59,0.800015009,-1.523664353
1/18/2015,Quarter3,sweing,Sunday,10,0.7,22.52,1002,10080,40,0,0,0,56,0.700094156,0.7860895473
1/18/2015,Quarter3,finishing,Sunday,7,0.8,2.9,,1440,0,0,0,0,8,0.692045455,-0.2641050297
1/18/2015,Quarter3,sweing,Sunday,3,0.65,22.52,1138,10170,35,0,0,0,56.5,0.650416734,-0.6266344247
1/18/2015,Quarter3,sweing,Sunday,2,0.65,22.94,1025,10170,26,0,0,0,56.5,0.650243497,-0.08066287226
1/18/2015,Quarter3,finishing,Sunday,8,0.8,2.9,,1440,0,0,0,0,8,0.639867424,2.023497566
1/18/2015,Quarter3,sweing,Sunday,5,0.6,20.4,1031,10440,30,0,0,0,58,0.600062696,0.6453188779
1/18/2015,Quarter3,finishing,Sunday,9,0.8,3.94,,1800,0,0,0,0,10,0.582045455,0.4135385897
1/18/2015,Quarter3,sweing,Sunday,1,0.8,49.1,1381,10350,24,0,0,0,57.5,0.403242161,0.09915258393
1/19/2015,Quarter3,finishing,Monday,9,0.8,3.94,,1800,0,0,0,0,10,0.964106061,0.4824803188
1/19/2015,Quarter3,finishing,Monday,5,0.65,4.15,,1440,0,0,0,0,8,0.958901515,0.131291366
1/19/2015,Quarter3,sweing,Monday,6,0.8,11.41,1028,4380,50,0,0,0,31,0.800358775,0.1691029976
1/19/2015,Quarter3,sweing,Monday,8,0.8,25.9,1380,3630,50,0,0,0,56.5,0.800162602,-0.4683866178
1/19/2015,Quarter3,sweing,Monday,9,0.8,26.16,1196,10620,63,0,0,0,59,0.800117103,0.03253724904
1/19/2015,Quarter3,sweing,Monday,2,0.7,22.94,1006,10170,38,0,0,0,56.5,0.750517565,-0.3256258483
1/19/2015,Quarter3,sweing,Monday,4,0.7,22.52,930,10260,63,0,0,0,57,0.750068049,-1.001815493
1/19/2015,Quarter3,sweing,Monday,3,0.7,22.52,1095,10170,50,0,0,0,56.5,0.750062751,0.3054839317
1/19/2015,Quarter3,sweing,Monday,10,0.7,22.52,938,10080,63,0,0,0,56,0.750057359,0.7676473554
1/19/2015,Quarter3,sweing,Monday,11,0.7,14.89,1484,10260,50,0,0,0,57,0.700170388,-0.1726603785
1/19/2015,Quarter3,finishing,Monday,8,0.8,2.9,,1440,0,0,0,0,8,0.683806818,-1.078129741
1/19/2015,Quarter3,sweing,Monday,5,0.65,20.4,1255,8280,35,0,0,0,58,0.650066445,1.790716113
1/19/2015,Quarter3,sweing,Monday,7,0.8,48.84,1040,10260,30,0,0,0,57,0.576460393,1.050315025
1/19/2015,Quarter3,sweing,Monday,1,0.5,22.94,1492,10170,30,0,0,0,56.5,0.549969429,-1.207434463
1/19/2015,Quarter3,finishing,Monday,10,0.7,3.94,,1440,0,0,0,0,8,0.538399621,0.3186855593
1/19/2015,Quarter3,finishing,Monday,11,0.7,4.15,,1440,0,0,0,0,8,0.409545455,-0.6388429893
1/19/2015,Quarter3,sweing,Monday,12,0.35,15.26,1111,6120,23,0,0,0,34,0.35021836,-0.7986780281
1/20/2015,Quarter3,finishing,Tuesday,5,0.7,4.15,,1440,0,0,0,0,8,1.033570076,2.122461304
1/20/2015,Quarter3,sweing,Tuesday,6,0.8,11.41,1047,5580,63,0,0,0,31,0.800261486,-1.54535675
1/20/2015,Quarter3,sweing,Tuesday,8,0.8,25.9,1434,10170,50,0,0,0,56.5,0.800128721,0.3460938246
1/20/2015,Quarter3,sweing,Tuesday,4,0.7,22.52,983,10260,63,0,0,0,57,0.750068049,0.4511496371
1/20/2015,Quarter3,sweing,Tuesday,10,0.7,22.52,1108,10080,63,0,0,0,56,0.750057359,-0.0250244754
1/20/2015,Quarter3,sweing,Tuesday,3,0.7,22.52,1134,8460,50,0,0,0,57,0.750037968,0.4685845791
1/20/2015,Quarter3,sweing,Tuesday,2,0.7,22.94,1363,10260,50,0,0,0,57,0.750031898,-0.455909444
1/20/2015,Quarter3,finishing,Tuesday,9,0.8,3.94,,1800,0,0,0,0,10,0.72830303,-0.9116825028
1/20/2015,Quarter3,sweing,Tuesday,11,0.7,14.89,1501,10260,50,0,0,0,57,0.700170388,-0.5584972533
1/20/2015,Quarter3,sweing,Tuesday,5,0.7,20.4,1352,10260,50,0,0,0,57,0.700063796,-0.9426601625
1/20/2015,Quarter3,finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,0.639867424,0.9766944427
1/20/2015,Quarter3,sweing,Tuesday,12,0.5,15.26,1352,3720,23,0,0,0,34,0.500290419,0.4684862202
1/20/2015,Quarter3,sweing,Tuesday,7,0.35,22.94,1450,10080,30,0,0,0,56,0.400332792,1.864133045
1/20/2015,Quarter3,finishing,Tuesday,11,0.7,4.15,,2700,0,0,0,0,15,0.362666667,0.511704489
1/21/2015,Quarter3,finishing,Wednesday,4,0.75,4.3,,6000,0,0,0,0,20,0.978525641,-0.3510666595
1/21/2015,Quarter3,sweing,Wednesday,4,0.75,22.52,825,10080,94,0,0,0,56,0.900556277,0.8997769311
1/21/2015,Quarter3,finishing,Wednesday,9,0.8,3.94,,2400,0,0,0,0,8,0.827147436,-0.397004048
1/21/2015,Quarter3,sweing,Wednesday,8,0.8,25.9,562,7470,38,0,0,0,56.5,0.800436542,-0.5953924423
1/21/2015,Quarter3,sweing,Wednesday,2,0.7,22.94,1422,10500,60,0,0,0,57,0.800415742,-1.937820714
1/21/2015,Quarter3,sweing,Wednesday,10,0.7,22.52,1206,10080,75,0,0,0,56,0.800020563,1.58493113
1/21/2015,Quarter3,finishing,Wednesday,5,0.7,4.15,,2400,0,0,0,0,8,0.758173077,-0.2132756521
1/21/2015,Quarter3,sweing,Wednesday,5,0.7,20.4,1404,10440,50,0,0,0,58,0.750344828,-0.8248437088
1/21/2015,Quarter3,sweing,Wednesday,3,0.7,22.52,1139,10260,63,0,0,0,57,0.750068049,-0.251439258
1/21/2015,Quarter3,sweing,Wednesday,11,0.7,14.89,1735,10260,50,0,0,0,57,0.700170388,0.3494202071
1/21/2015,Quarter3,sweing,Wednesday,1,0.65,22.94,1595,10260,34,0,0,0,57,0.700029771,-2.303991576
1/21/2015,Quarter3,sweing,Wednesday,12,0.6,15.26,1245,6360,23,0,0,0,34,0.60017284,1.457478503
1/21/2015,Quarter3,finishing,Wednesday,8,0.8,2.9,,2400,0,0,0,0,8,0.594871795,-1.651773898
1/21/2015,Quarter3,sweing,Wednesday,9,0.8,54.56,757,4140,29,0,0,0,58,0.520237649,0.04864812014
1/21/2015,Quarter3,finishing,Wednesday,11,0.7,4.15,,2700,0,0,0,0,9,0.470769231,0.6602502256
1/22/2015,Quarter4,finishing,Thursday,7,0.6,3.94,,6000,0,0,0,0,10,0.957638889,-0.6902698756
1/22/2015,Quarter4,finishing,Thursday,10,0.75,3.94,,8400,0,0,0,0,14,0.940701058,0.990097326
1/22/2015,Quarter4,sweing,Thursday,2,0.7,22.94,1510,10620,60,0,0,0,57,0.800302791,-0.3962598589
1/22/2015,Quarter4,sweing,Thursday,6,0.8,11.61,955,6360,63,0,0,0,32,0.800191989,-1.091110814
1/22/2015,Quarter4,sweing,Thursday,10,0.75,22.52,1328,10080,55,0,0,0,56,0.800020563,0.6032740057
1/22/2015,Quarter4,sweing,Thursday,1,0.7,22.94,1384,12180,63,0,0,0,57,0.750162367,-1.265332182
1/22/2015,Quarter4,sweing,Thursday,11,0.7,14.89,1863,10260,50,0,0,0,57,0.700170388,0.9014772793
1/22/2015,Quarter4,finishing,Thursday,4,0.75,4.3,,9000,0,0,0,0,15,0.670216049,-1.716089844
1/22/2015,Quarter4,finishing,Thursday,1,0.7,3.94,,15000,0,0,0,0,25,0.649662222,1.745384752
1/22/2015,Quarter4,sweing,Thursday,7,0.6,22.52,1859,10260,23,0,0,0,57,0.60041361,0.7095506948
1/22/2015,Quarter4,sweing,Thursday,9,0.5,29.12,970,10440,30,0,0,0,58,0.500547544,0.4921085683
1/22/2015,Quarter4,finishing,Thursday,3,0.7,3.94,,12000,0,0,0,0,20,0.460578704,-0.1331648574
1/22/2015,Quarter4,finishing,Thursday,8,0.8,2.9,,4800,0,0,0,0,8,0.397743056,0.3390098077
1/22/2015,Quarter4,finishing,Thursday,12,0.6,4.08,,5400,0,0,0,0,9,0.327407407,0.1004105841
1/24/2015,Quarter4,finishing,Saturday,10,0.75,3.94,,1800,0,0,0,0,10,0.937242424,1.713872536
1/24/2015,Quarter4,finishing,Saturday,8,0.8,2.9,,1620,0,0,0,0,9,0.910521886,0.8185773226
1/24/2015,Quarter4,sweing,Saturday,2,0.75,22.94,1606,10260,94,0,0,0,57,0.90064806,-0.2964975073
1/24/2015,Quarter4,finishing,Saturday,11,0.75,4.15,,1800,0,0,0,0,10,0.896022727,-0.6137363883
1/24/2015,Quarter4,finishing,Saturday,3,0.75,3.94,,1440,0,0,0,0,8,0.895454545,0.120686591
1/24/2015,Quarter4,finishing,Saturday,12,0.7,4.08,,1620,0,0,0,0,9,0.858585859,1.06189763
1/24/2015,Quarter4,sweing,Saturday,10,0.75,22.52,1332,10080,69,0,0,0,56,0.80062987,0.2402995194
1/24/2015,Quarter4,sweing,Saturday,3,0.75,22.52,1266,10260,69,0,0,0,57,0.80035194,-2.30676192
1/24/2015,Quarter4,sweing,Saturday,12,0.75,15.26,1316,6120,40,0,0,0,34,0.750079323,-1.761786079
1/24/2015,Quarter4,sweing,Saturday,11,0.75,42.97,1282,10260,56,0,0,0,57,0.750041201,-1.722841345
1/24/2015,Quarter4,sweing,Saturday,5,0.7,20.4,1382,10440,50,0,0,0,58,0.700250784,-0.2218822048
1/24/2015,Quarter4,finishing,Saturday,2,0.75,3.94,,1440,0,0,0,0,8,0.578314394,-1.129385564
1/24/2015,Quarter4,sweing,Saturday,8,0.35,15.09,1448,9360,23,0,0,0,52,0.34998951,0.08490110016
1/25/2015,Quarter4,finishing,Sunday,1,0.7,3.94,,1440,0,0,0,0,8,0.970075758,0.3993743672
1/25/2015,Quarter4,finishing,Sunday,3,0.75,3.94,,1620,0,0,0,0,9,0.961784512,1.179538091
1/25/2015,Quarter4,sweing,Sunday,4,0.75,22.52,867,10260,94,0,0,0,57,0.900321106,-0.5468370788
1/25/2015,Quarter4,sweing,Sunday,2,0.75,22.94,1636,10530,81,0,0,0,58.5,0.850223776,0.2247966217
1/25/2015,Quarter4,sweing,Sunday,1,0.7,22.94,1682,10530,75,0,0,0,58.5,0.800909609,1.353350045
1/25/2015,Quarter4,sweing,Sunday,3,0.75,22.52,1495,10350,55,0,0,0,57.5,0.800513307,-0.4594395986
1/25/2015,Quarter4,sweing,Sunday,6,0.8,11.61,1181,5760,63,0,0,0,32,0.800386364,-0.5937230646
1/25/2015,Quarter4,sweing,Sunday,10,0.75,22.52,1413,10080,69,0,0,0,56,0.800020563,-1.552741445
1/25/2015,Quarter4,sweing,Sunday,7,0.7,22.52,360,10170,40,0,0,0,56.5,0.7005417,-0.2862845904
1/25/2015,Quarter4,sweing,Sunday,12,0.7,15.26,1296,6120,40,0,0,0,34,0.70043672,-0.0182649579
1/25/2015,Quarter4,sweing,Sunday,5,0.7,20.4,1217,10440,50,0,0,0,58,0.700250784,-0.1765341571
1/25/2015,Quarter4,sweing,Sunday,9,0.65,29.12,1086,10440,26,0,0,0,58,0.650407524,-0.07524617433
1/25/2015,Quarter4,finishing,Sunday,12,0.7,4.08,,1620,0,0,0,0,9,0.618181818,-1.846247709
1/25/2015,Quarter4,sweing,Sunday,8,0.5,15.09,1557,720,23,0,0,0,52,0.500061916,0.9956990531
1/26/2015,Quarter4,finishing,Monday,10,0.75,3.94,,3780,0,0,0,0,21,0.997792208,0.1064801286
1/26/2015,Quarter4,finishing,Monday,4,0.75,4.3,,2160,0,0,0,0,12,0.963699495,0.2984403699
1/26/2015,Quarter4,finishing,Monday,5,0.7,4.15,,2700,0,0,0,0,15,0.959191919,0.307485725
1/26/2015,Quarter4,finishing,Monday,1,0.7,3.94,,1800,0,0,0,0,10,0.910378788,1.410745026
1/26/2015,Quarter4,sweing,Monday,6,0.8,11.61,1072,5760,50,0,0,0,32,0.800386364,0.2696303462
1/26/2015,Quarter4,sweing,Monday,2,0.75,22.94,1764,10260,55,0,0,0,57,0.800034024,-0.01304611785
1/26/2015,Quarter4,sweing,Monday,1,0.7,22.94,1745,10440,60,0,0,0,58,0.800023511,-0.4590254034
1/26/2015,Quarter4,sweing,Monday,10,0.75,22.52,1250,10080,55,0,0,0,56,0.800020563,-1.73443987
1/26/2015,Quarter4,finishing,Monday,12,0.7,4.08,,1620,0,0,0,0,9,0.769292929,0.4471618506
1/26/2015,Quarter4,sweing,Monday,9,0.7,29.12,1143,10440,40,0,0,0,58,0.70061442,0.3661084242
1/26/2015,Quarter4,sweing,Monday,12,0.7,15.26,1337,6120,40,0,0,0,34,0.70043672,1.16724315
1/26/2015,Quarter4,finishing,Monday,7,0.65,3.94,,1440,0,0,0,0,8,0.646306818,-0.4900114162
1/26/2015,Quarter4,sweing,Monday,8,0.6,15.09,1519,360,23,0,0,0,52,0.600143365,1.540286252
1/26/2015,Quarter4,sweing,Monday,11,0.35,28.08,749,10260,23,0,0,0,57,0.350066986,-1.164481726
1/27/2015,Quarter4,sweing,Tuesday,3,0.75,22.52,1299,6840,119,0,0,0,57,1.000230409,0.3164798704
1/27/2015,Quarter4,finishing,Tuesday,10,0.8,3.94,,1440,0,0,0,0,12,0.979527778,-0.01805735131
1/27/2015,Quarter4,finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.940625,1.366363937
1/27/2015,Quarter4,finishing,Tuesday,5,0.5,4.15,,1440,0,0,0,0,12,0.926388889,-1.992395618
1/27/2015,Quarter4,sweing,Tuesday,4,0.8,22.52,1106,6780,60,0,0,0,56.5,0.850312684,-0.7813314509
1/27/2015,Quarter4,finishing,Tuesday,12,0.7,4.15,,1080,0,0,0,0,9,0.823555556,-1.890025234
1/27/2015,Quarter4,finishing,Tuesday,2,0.75,3.94,,1200,0,0,0,0,10,0.788,-0.7662806237
1/27/2015,Quarter4,sweing,Tuesday,9,0.7,29.12,1294,6960,50,0,0,0,58,0.700386207,0.5557033578
1/27/2015,Quarter4,sweing,Tuesday,12,0.7,15.26,1462,4080,40,0,0,0,34,0.700164706,0.1676313791
1/27/2015,Quarter4,sweing,Tuesday,8,0.65,15.09,976,240,23,0,0,0,52,0.650307143,-0.6803325458
1/27/2015,Quarter4,sweing,Tuesday,6,0.8,30.4,338,3840,34,0,0,0,32,0.622828125,-0.1464152515
1/27/2015,Quarter4,sweing,Tuesday,5,0.5,20.79,1455,6960,30,0,0,0,58,0.500035345,0.2378514416
1/27/2015,Quarter4,sweing,Tuesday,11,0.5,48.18,1282,6480,23,0,0,0,54,0.37046657,-1.1751378
1/28/2015,Quarter4,sweing,Wednesday,2,0.8,22.52,1559,6840,90,0,0,0,57,1.000230409,0.4128208312
1/28/2015,Quarter4,sweing,Wednesday,3,0.8,22.52,1350,6840,113,0,0,0,57,1.000230409,0.280877072
1/28/2015,Quarter4,finishing,Wednesday,6,0.35,2.9,,1800,0,0,0,0,15,0.977555556,2.630675439
1/28/2015,Quarter4,finishing,Wednesday,2,0.8,3.94,,1800,0,0,0,0,15,0.902222222,-0.04242633937
1/28/2015,Quarter4,sweing,Wednesday,10,0.8,22.52,1175,6720,60,0,0,0,56,0.850532143,1.385150143
1/28/2015,Quarter4,sweing,Wednesday,5,0.6,20.79,1045,6960,88,0,0,0,58,0.800534483,0.02453140006
1/28/2015,Quarter4,sweing,Wednesday,4,0.8,22.52,1342,6780,50,0,0,0,56.5,0.800489676,1.26249544
1/28/2015,Quarter4,sweing,Wednesday,9,0.7,29.12,1340,6960,63,0,0,0,58,0.750593103,-0.5843008657
1/28/2015,Quarter4,sweing,Wednesday,12,0.75,15.26,1429,3600,45,0,0,0,35,0.750283333,0.05462938622
1/28/2015,Quarter4,finishing,Wednesday,4,0.8,4.3,,1440,0,0,0,0,12,0.722638889,-0.7583137767
1/28/2015,Quarter4,finishing,Wednesday,8,0.65,4.15,,960,0,0,0,0,8,0.553333333,-1.317779903
1/28/2015,Quarter4,sweing,Wednesday,11,0.5,20.1,1413,5880,46,0,0,0,54,0.500567308,1.799824023
1/28/2015,Quarter4,sweing,Wednesday,8,0.7,38.09,336,6240,0,0,0,0,52,0.467693269,0.2073265632
1/28/2015,Quarter4,finishing,Wednesday,7,0.6,3.94,,960,0,0,0,0,8,0.406354167,0.005973883721
1/28/2015,Quarter4,sweing,Wednesday,7,0.6,23.54,958,6600,0,0,0,0,55,0.285333333,0.1917963498
1/29/2015,Quarter5,sweing,Thursday,2,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409,-0.4778547922
1/29/2015,Quarter5,sweing,Thursday,3,0.8,22.52,1287,6840,100,0,0,0,57,0.950185965,-1.448236562
1/29/2015,Quarter5,sweing,Thursday,4,0.8,22.52,1444,6900,88,0,0,0,57.5,0.9008,0.4315299324
1/29/2015,Quarter5,finishing,Thursday,6,0.5,2.9,,1200,0,0,0,0,10,0.899,0.4656467021
1/29/2015,Quarter5,finishing,Thursday,8,0.65,4.15,,960,0,0,0,0,8,0.877552083,0.2356589093
1/29/2015,Quarter5,finishing,Thursday,11,0.6,2.9,,960,0,0,0,0,8,0.864583333,-0.01348778706
1/29/2015,Quarter5,finishing,Thursday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695,1.845701472
1/29/2015,Quarter5,finishing,Thursday,1,0.75,3.94,,1200,0,0,0,0,10,0.853666667,-0.9355752747
1/29/2015,Quarter5,sweing,Thursday,1,0.75,22.94,1579,6960,81,0,0,0,58,0.850362069,0.3610763988
1/29/2015,Quarter5,sweing,Thursday,5,0.65,20.79,1015,7080,81,0,0,0,59,0.800473729,-2.419777442
1/29/2015,Quarter5,finishing,Thursday,2,0.8,3.94,,1200,0,0,0,0,10,0.773333333,-0.6898942652
1/29/2015,Quarter5,sweing,Thursday,12,0.75,15.26,1436,4200,45,0,0,0,35,0.750646667,-0.8956569401
1/29/2015,Quarter5,finishing,Thursday,12,0.75,4.08,,1080,0,0,0,0,9,0.634666667,-1.31587065
1/29/2015,Quarter5,sweing,Thursday,11,0.6,20.1,1601,4320,46,0,0,0,51,0.60059761,-0.9567468041
1/29/2015,Quarter5,sweing,Thursday,7,0.65,23.54,830,6600,0,0,0,0,55,0.48792,-0.8578979604
1/31/2015,Quarter5,sweing,Saturday,3,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471,-2.643426436
1/31/2015,Quarter5,finishing,Saturday,3,0.8,3.94,,960,0,0,0,0,8,0.971866667,0.7276217588
1/31/2015,Quarter5,finishing,Saturday,4,0.8,3.94,,1200,0,0,0,0,10,0.971866667,-1.358054442
1/31/2015,Quarter5,finishing,Saturday,10,0.8,3.94,,1200,0,0,0,0,10,0.971866667,0.9435827902
1/31/2015,Quarter5,finishing,Saturday,1,0.75,3.94,,1800,0,0,0,0,15,0.971866667,0.2763307805
1/31/2015,Quarter5,finishing,Saturday,9,0.75,3.94,,240,0,0,0,0,2,0.971866667,0.5313158289
1/31/2015,Quarter5,finishing,Saturday,12,0.75,4.08,,1080,0,0,0,0,9,0.971866667,-3.45778742
1/31/2015,Quarter5,finishing,Saturday,5,0.7,3.94,,240,0,0,0,0,2,0.971866667,-0.1301906384
1/31/2015,Quarter5,finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.971866667,-1.31462019
1/31/2015,Quarter5,finishing,Saturday,11,0.65,3.94,,600,0,0,0,0,5,0.971866667,-0.05112500335
1/31/2015,Quarter5,sweing,Saturday,10,0.8,22.52,1116,6720,93,0,0,0,56,0.920236905,-0.451094741
1/31/2015,Quarter5,sweing,Saturday,9,0.75,29.12,1082,6840,81,0,0,0,57,0.850610526,0.1924468904
1/31/2015,Quarter5,sweing,Saturday,1,0.75,22.94,1502,6960,81,0,0,0,58,0.850362069,-1.026912945
1/31/2015,Quarter5,sweing,Saturday,6,0.6,18.79,799,3960,23,0,0,0,33,0.600710606,-1.020065729
1/31/2015,Quarter5,sweing,Saturday,7,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357,-0.6611169197
1/31/2015,Quarter5,sweing,Saturday,8,0.5,23.54,1144,6480,0,0,0,0,54,0.286984568,-2.169744241
2/1/2015,Quarter1,sweing,Sunday,1,0.8,22.94,1582,3060,113,0,0,0,58.5,1.000402055,0.6318324855
2/1/2015,Quarter1,finishing,Sunday,10,0.8,3.94,,1200,0,0,0,0,10,0.8865,2.163253742
2/1/2015,Quarter1,sweing,Sunday,10,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143,0.4624422246
2/1/2015,Quarter1,sweing,Sunday,4,0.8,22.52,1472,7020,60,0,0,0,58.5,0.85011396,0.3331271088
2/1/2015,Quarter1,finishing,Sunday,4,0.8,4.3,,1440,0,0,0,0,12,0.845069444,0.8837907868
2/1/2015,Quarter1,sweing,Sunday,9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103,1.351974335
2/1/2015,Quarter1,sweing,Sunday,12,0.75,15.26,1276,1440,45,0,0,0,35,0.750450658,-0.008513896659
2/1/2015,Quarter1,finishing,Sunday,12,0.75,4.08,,1080,0,0,0,0,9,0.702666667,1.792486082
2/1/2015,Quarter1,sweing,Sunday,11,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929,0.6534530933
2/1/2015,Quarter1,sweing,Sunday,6,0.65,18.79,881,3960,26,0,0,0,33,0.651007071,1.408188195
2/1/2015,Quarter1,sweing,Sunday,8,0.6,24.26,1196,6600,0,0,0,0,55,0.466821212,-2.550554675
2/1/2015,Quarter1,finishing,Sunday,6,0.6,2.9,,1200,0,0,0,0,10,0.314166667,-1.889460621
2/2/2015,Quarter1,finishing,Monday,9,0.75,3.94,,960,0,0,0,0,8,0.994270833,-0.2941408222
2/2/2015,Quarter1,sweing,Monday,3,0.8,22.52,21266,6840,70,0,0,0,57,0.90014152,0.6973547912
2/2/2015,Quarter1,sweing,Monday,10,0.8,22.52,21540,6720,88,0,0,0,56,0.900129762,-0.154273707
2/2/2015,Quarter1,finishing,Monday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695,-0.2392100458
2/2/2015,Quarter1,sweing,Monday,4,0.8,22.52,23122,5940,50,0,0,0,56.5,0.800393224,0.5541545278
2/2/2015,Quarter1,finishing,Monday,8,0.65,4.15,,960,0,0,0,0,8,0.561979167,-1.377795123
2/2/2015,Quarter1,finishing,Monday,1,0.75,3.94,,2280,0,0,0,0,19,0.504596491,0.2705275608
2/2/2015,Quarter1,sweing,Monday,5,0.5,30.1,839,6960,0,0,0,0,58,0.500801724,-0.3986778484
2/2/2015,Quarter1,finishing,Monday,6,0.6,2.9,,1200,0,0,0,0,10,0.280333333,0.9502812616
2/2/2015,Quarter1,sweing,Monday,8,0.65,24.26,1435,6600,0,0,0,0,55,0.260978788,-0.4194334973
2/3/2015,Quarter1,sweing,Tuesday,1,0.8,22.52,1500,6900,113,0,0,0,57.5,1.000018551,0.3582937241
2/3/2015,Quarter1,finishing,Tuesday,8,0.7,4.15,,960,0,0,0,0,8,0.976979167,1.364764474
2/3/2015,Quarter1,sweing,Tuesday,3,0.8,22.52,1112,6840,100,0,0,0,57,0.950185965,-0.4185205812
2/3/2015,Quarter1,sweing,Tuesday,2,0.8,22.52,1452,6960,100,0,0,0,58,0.949981609,-1.224357223
2/3/2015,Quarter1,finishing,Tuesday,9,0.75,3.94,,1320,0,0,0,0,11,0.919954545,0.3663869136
2/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,1029,2040,50,0,0,0,35,0.800259023,-0.1104902973
2/3/2015,Quarter1,finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,0.778222222,0.4566586235
2/3/2015,Quarter1,sweing,Tuesday,9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103,2.013795881
2/3/2015,Quarter1,sweing,Tuesday,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465,-0.7163573113
2/3/2015,Quarter1,sweing,Tuesday,7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857,0.8507465118
2/3/2015,Quarter1,finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.5375,-1.37844917
2/3/2015,Quarter1,finishing,Tuesday,6,0.7,2.9,,960,0,0,0,0,8,0.495416667,-0.1453055411
2/4/2015,Quarter1,sweing,Wednesday,2,0.8,22.52,1263,6900,100,0,0,0,57.5,1.05028058,-1.984546938
2/4/2015,Quarter1,sweing,Wednesday,3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409,-0.004973139755
2/4/2015,Quarter1,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259,-0.8499064152
2/4/2015,Quarter1,finishing,Wednesday,1,0.8,3.94,,1200,0,0,0,0,10,0.929183333,-0.1608134861
2/4/2015,Quarter1,finishing,Wednesday,8,0.7,4.15,,3000,0,0,0,0,25,0.915766667,-0.5006704585
2/4/2015,Quarter1,sweing,Wednesday,9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218,1.169797112
2/4/2015,Quarter1,finishing,Wednesday,7,0.7,3.94,,960,0,0,0,0,8,0.779791667,-0.9699247107
2/4/2015,Quarter1,finishing,Wednesday,9,0.75,3.94,,960,0,0,0,0,8,0.755166667,0.2907513351
2/4/2015,Quarter1,sweing,Wednesday,6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417,0.910134691
2/4/2015,Quarter1,sweing,Wednesday,7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069,0.3992364197
2/4/2015,Quarter1,sweing,Wednesday,11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846,1.067114908
2/4/2015,Quarter1,sweing,Wednesday,8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088,1.561232118
2/4/2015,Quarter1,finishing,Wednesday,6,0.7,2.9,,960,0,0,0,0,8,0.531666667,1.176673221
2/5/2015,Quarter1,sweing,Thursday,1,0.8,22.52,1485,6900,113,0,0,0,57.5,1.000018551,1.299922919
2/5/2015,Quarter1,sweing,Thursday,10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238,-0.7661285266
2/5/2015,Quarter1,finishing,Thursday,2,0.8,3.94,,2640,0,0,0,0,22,0.999924242,2.202471378
2/5/2015,Quarter1,sweing,Thursday,3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965,0.3061065076
2/5/2015,Quarter1,finishing,Thursday,6,0.7,2.9,,960,0,0,0,0,8,0.9425,-0.3629722286
2/5/2015,Quarter1,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.906666667,-0.5812920158
2/5/2015,Quarter1,finishing,Thursday,7,0.7,3.94,,1200,0,0,0,0,10,0.8471,-1.249429059
2/5/2015,Quarter1,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.845458333,0.6749691
2/5/2015,Quarter1,sweing,Thursday,9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218,1.598994706
2/5/2015,Quarter1,finishing,Thursday,10,0.8,3.94,,960,0,0,0,0,8,0.771583333,-0.2118179712
2/5/2015,Quarter1,sweing,Thursday,11,0.75,10.05,668,2520,34,0,0,0,26,0.7504,-0.9682165306
2/5/2015,Quarter1,sweing,Thursday,5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644,-0.04435549872
2/5/2015,Quarter1,sweing,Thursday,8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708,1.184219023
